customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,total_orders,total_revenue,avg_order_value,lifespan_months,recency_days,expected_future_months,avg_monthly_revenue,estimated_clv
6,415,2,5069.37,4,3,4,11,"High Value – Retain",2,5069.37,2534.68,6,804,6,844.89,5069.37
105,421,1,1531.77,4,4,4,12,"High Value – Retain",1,1531.77,1531.77,1,810,3,1531.77,4595.31
87,422,2,6767.16,4,3,3,10,"High Value – Retain",2,6767.16,3383.58,1,811,6,6767.16,40602.96
126,424,3,12111.48,4,2,3,9,"Growth Potential – Upsell",3,12111.48,4037.16,5,813,6,2422.3,14533.78
62,425,2,11082.2,4,2,3,9,"Growth Potential – Upsell",2,11082.2,5541.1,1,814,6,11082.2,66493.2
145,427,2,6828.6,4,3,3,10,"High Value – Retain",2,6828.6,3414.3,1,816,6,6828.6,40971.6
38,436,1,6815.52,4,3,3,10,"High Value – Retain",1,6815.52,6815.52,1,825,3,6815.52,20446.56
10,441,2,14988.59,4,2,2,8,"Growth Potential – Upsell",2,14988.59,7494.3,5,830,6,2997.72,17986.31
193,448,2,10326.16,4,2,3,9,"Growth Potential – Upsell",2,10326.16,5163.08,1,837,6,10326.16,61956.96
26,448,1,6113.51,4,4,3,11,"High Value – Retain",1,6113.51,6113.51,1,837,3,6113.51,18340.53
258,449,3,29642.47,4,2,2,8,"Growth Potential – Upsell",3,29642.47,9880.82,2,838,6,14821.24,88927.41
70,450,2,4876.96,4,3,4,11,"High Value – Retain",2,4876.96,2438.48,4,839,6,1219.24,7315.44
214,451,5,118241.15,4,1,1,6,"Growth Potential – Upsell",5,118241.15,23648.23,7,840,3,16891.59,50674.78
173,451,1,2251.87,4,4,4,12,"High Value – Retain",1,2251.87,2251.87,1,840,3,2251.87,6755.61
95,452,1,1958.67,4,4,4,12,"High Value – Retain",1,1958.67,1958.67,1,841,3,1958.67,5876.01
220,453,4,74439.97,4,1,1,6,"Growth Potential – Upsell",4,74439.97,18609.99,7,842,6,10634.28,63805.69
115,455,2,47396.27,4,2,1,7,"Growth Potential – Upsell",2,47396.27,23698.13,6,844,6,7899.38,47396.27
178,455,1,6673.18,4,4,3,11,"High Value – Retain",1,6673.18,6673.18,1,844,3,6673.18,20019.54
28,455,1,2822.81,4,4,4,12,"High Value – Retain",1,2822.81,2822.81,1,844,3,2822.81,8468.43
283,457,1,35617.28,4,3,2,9,"Loyal Customers",1,35617.28,35617.28,1,846,3,35617.28,106851.84
128,458,1,1261.26,4,4,4,12,"High Value – Retain",1,1261.26,1261.26,1,847,3,1261.26,3783.78
247,463,1,21821.95,4,3,2,9,"Loyal Customers",1,21821.95,21821.95,1,852,3,21821.95,65465.85
23,465,1,1965.61,4,4,4,12,"High Value – Retain",1,1965.61,1965.61,1,854,3,1965.61,5896.83
182,465,1,1875.81,4,4,4,12,"High Value – Retain",1,1875.81,1875.81,1,854,3,1875.81,5627.43
43,466,8,108989.35,4,1,1,6,"Growth Potential – Upsell",8,108989.35,13623.67,6,855,3,18164.89,54494.68
180,466,2,8490.2,4,3,3,10,"High Value – Retain",2,8490.2,4245.1,1,855,6,8490.2,50941.2
236,471,1,5346.35,4,4,4,12,"High Value – Retain",1,5346.35,5346.35,1,860,3,5346.35,16039.05
66,473,1,2258.64,4,4,4,12,"High Value – Retain",1,2258.64,2258.64,1,862,3,2258.64,6775.92
34,480,1,2629.04,4,4,4,12,"High Value – Retain",1,2629.04,2629.04,1,869,3,2629.04,7887.12
286,486,1,6773.12,4,3,3,10,"High Value – Retain",1,6773.12,6773.12,1,875,3,6773.12,20319.36
35,491,2,9973.52,4,2,3,9,"Growth Potential – Upsell",2,9973.52,4986.76,5,880,6,1994.7,11968.22
130,498,1,6147.77,4,4,3,11,"High Value – Retain",1,6147.77,6147.77,1,887,3,6147.77,18443.31
241,507,1,2532.75,4,4,4,12,"High Value – Retain",1,2532.75,2532.75,1,896,3,2532.75,7598.25
212,508,3,44881.11,4,2,2,8,"Growth Potential – Upsell",3,44881.11,14960.37,4,897,6,11220.28,67321.67
63,514,2,11577.88,4,2,3,9,"Growth Potential – Upsell",2,11577.88,5788.94,6,903,6,1929.65,11577.88
176,534,2,53234.52,4,2,1,7,"Growth Potential – Upsell",2,53234.52,26617.26,5,923,6,10646.9,63881.42
59,555,1,9666.0,4,3,3,10,"High Value – Retain",1,9666.0,9666.0,1,944,3,9666.0,28998.0
86,556,2,5972.61,4,3,3,10,"High Value – Retain",2,5972.61,2986.31,1,945,6,5972.61,35835.66
203,563,1,29260.56,4,3,2,9,"Loyal Customers",1,29260.56,29260.56,1,952,3,29260.56,87781.68
81,574,1,5609.76,4,4,3,11,"High Value – Retain",1,5609.76,5609.76,1,963,3,5609.76,16829.28
55,590,1,6747.3,4,3,3,10,"High Value – Retain",1,6747.3,6747.3,1,979,3,6747.3,20241.9
147,599,1,3010.7,4,4,4,12,"High Value – Retain",1,3010.7,3010.7,1,988,3,3010.7,9032.1
1,603,1,5405.61,4,4,4,12,"High Value – Retain",1,5405.61,5405.61,1,992,3,5405.61,16216.83
67,613,1,8385.05,4,3,3,10,"High Value – Retain",1,8385.05,8385.05,1,1002,3,8385.05,25155.15
289,684,1,14943.68,4,3,2,9,"Loyal Customers",1,14943.68,14943.68,1,1073,3,14943.68,44831.04
