transaction_id,customer_id,transaction_date,signup_date,product_category,order_value
509,206,2024-12-30,2024-03-05,Electronics,44799.41
510,208,2024-07-14,2024-02-22,Electronics,16030.62
511,209,2024-05-05,2024-01-15,Electronics,32701.06
512,209,2024-05-14,2024-01-15,Home,9231.45
513,209,2024-07-18,2024-01-15,Sports,6677.61
514,209,2024-08-29,2024-01-15,Home,4904.74
515,209,2024-08-29,2024-01-15,Electronics,30863.61
516,210,2024-07-02,2024-02-12,Clothing,2697.81
517,211,2023-06-21,2023-05-06,Clothing,2683.08
518,211,2023-12-24,2023-05-06,Sports,5445.97
519,211,2024-04-09,2023-05-06,Electronics,27894.59
520,212,2023-04-26,2023-02-21,Sports,4283.25
521,212,2023-06-25,2023-02-21,Clothing,2356.61
522,212,2023-08-10,2023-02-21,Electronics,38241.25
523,213,2023-11-19,2023-08-01,Home,7181.74
524,213,2023-11-28,2023-08-01,Clothing,2578.09
525,213,2024-05-27,2023-08-01,Sports,6647.92
526,214,2023-03-10,2023-01-03,Clothing,2044.69
527,214,2023-03-18,2023-01-03,Electronics,30871.63
528,214,2023-05-11,2023-01-03,Electronics,44047.52
529,214,2023-05-24,2023-01-03,Clothing,1939.2
530,214,2023-10-06,2023-01-03,Electronics,39338.11
531,215,2024-05-02,2024-01-02,Sports,2839.67
532,216,2023-12-06,2023-11-28,Beauty,3238.22
533,216,2023-12-24,2023-11-28,Sports,4598.49
534,216,2024-01-31,2023-11-28,Electronics,43091.41
535,216,2024-02-25,2023-11-28,Electronics,27895.69
536,216,2024-04-11,2023-11-28,Beauty,1281.45
537,217,2024-10-06,2024-04-04,Sports,6559.74
538,217,2024-12-22,2024-04-04,Electronics,21753.79
539,218,2024-07-29,2024-04-07,Sports,2207.71
540,218,2024-12-20,2024-04-07,Electronics,48702.62
541,219,2024-11-18,2024-06-17,Beauty,2749.29
542,220,2023-03-04,2023-02-01,Electronics,33731.7
543,220,2023-08-25,2023-02-01,Beauty,1925.77
544,220,2023-09-07,2023-02-01,Beauty,2114.88
545,220,2023-10-04,2023-02-01,Electronics,36667.62
546,221,2023-06-07,2023-03-24,Electronics,19178.54
547,221,2023-09-04,2023-03-24,Clothing,2282.86
548,221,2024-01-29,2023-03-24,Home,7024.33
549,222,2024-04-27,2023-11-29,Beauty,2161.37
550,222,2024-06-11,2023-11-29,Sports,5932.96
551,222,2024-08-26,2023-11-29,Sports,4572.37
552,222,2024-09-29,2023-11-29,Beauty,1670.05
553,223,2024-04-05,2023-04-12,Electronics,19876.86
554,224,2024-03-16,2023-08-09,Clothing,3163.9
555,224,2024-03-27,2023-08-09,Beauty,2784.65
556,225,2024-08-02,2023-12-14,Beauty,2441.44
557,226,2024-04-18,2024-03-01,Home,8597.4
558,227,2024-07-21,2024-03-13,Home,10292.95
559,227,2024-08-20,2024-03-13,Clothing,1997.18
560,228,2024-06-03,2024-04-30,Electronics,38422.57
561,228,2024-06-12,2024-04-30,Home,3704.63
562,228,2024-06-15,2024-04-30,Clothing,1790.32
563,228,2024-06-16,2024-04-30,Sports,4441.94
564,228,2024-12-07,2024-04-30,Electronics,34226.12
565,229,2024-11-11,2023-12-04,Electronics,30983.89
566,230,2024-08-24,2024-02-25,Electronics,35720.84
567,230,2024-09-28,2024-02-25,Home,6573.13
568,231,2024-05-14,2023-11-16,Electronics,21808.94
569,232,2024-09-19,2024-06-03,Clothing,2018.1
570,233,2024-07-02,2024-05-08,Home,10458.5
571,233,2024-08-30,2024-05-08,Sports,8591.35
572,234,2024-03-10,2024-01-12,Sports,4933.02
573,234,2024-05-06,2024-01-12,Electronics,26560.9
574,234,2024-06-02,2024-01-12,Sports,6473.81
575,234,2024-08-18,2024-01-12,Home,6656.85
576,234,2024-10-25,2024-01-12,Electronics,35057.42
577,234,2024-10-31,2024-01-12,Clothing,4670.06
578,234,2024-11-21,2024-01-12,Home,7775.86
579,234,2024-11-25,2024-01-12,Home,10681.64
580,235,2024-06-10,2023-12-14,Electronics,27905.8
581,236,2023-09-16,2023-07-05,Sports,5346.35
582,237,2024-03-21,2024-02-15,Electronics,49346.94
583,237,2024-04-27,2024-02-15,Electronics,20497.75
584,238,2024-10-15,2024-06-27,Home,7065.78
585,239,2023-11-17,2023-06-11,Sports,3732.07
586,239,2023-11-24,2023-06-11,Electronics,42055.52
587,239,2023-12-17,2023-06-11,Electronics,18721.82
588,239,2024-03-27,2023-06-11,Clothing,3608.1
589,240,2024-04-22,2023-06-11,Electronics,33354.91
590,241,2023-08-11,2023-03-25,Beauty,2532.75
591,242,2024-11-13,2024-03-10,Beauty,2384.46
592,243,2024-04-27,2024-02-29,Home,9424.7
593,243,2024-06-18,2024-02-29,Beauty,2943.2
594,243,2024-07-17,2024-02-29,Electronics,43205.82
595,243,2024-11-17,2024-02-29,Home,6941.26
596,245,2023-12-05,2023-11-12,Clothing,3224.71
597,246,2024-02-12,2024-02-09,Beauty,2414.93
598,246,2024-02-12,2024-02-09,Beauty,2278.07
599,246,2024-03-08,2024-02-09,Clothing,2953.68
600,246,2024-04-10,2024-02-09,Clothing,1792.44
601,246,2024-04-19,2024-02-09,Beauty,1483.35
602,246,2024-05-23,2024-02-09,Sports,7014.83
603,246,2024-05-27,2024-02-09,Clothing,2720.33
604,246,2024-06-18,2024-02-09,Sports,6444.97
605,246,2024-07-06,2024-02-09,Sports,5443.42
606,246,2024-07-12,2024-02-09,Home,8069.43
607,246,2024-07-25,2024-02-09,Electronics,42131.79
608,246,2024-12-11,2024-02-09,Beauty,1831.77
609,247,2023-09-24,2023-02-13,Electronics,21821.95
610,248,2024-05-24,2024-04-15,Home,9169.08
611,250,2024-09-19,2024-02-19,Home,10930.1
612,251,2023-11-21,2023-04-28,Electronics,26246.74
613,252,2024-02-24,2023-11-29,Sports,7618.7
614,254,2024-02-20,2024-01-06,Clothing,2897.42
615,254,2024-02-29,2024-01-06,Beauty,2314.68
616,254,2024-08-16,2024-01-06,Sports,6764.1
617,255,2024-11-09,2024-02-15,Electronics,40182.8
618,256,2024-06-02,2024-02-10,Clothing,2785.26
619,256,2024-07-17,2024-02-10,Electronics,29516.83
620,256,2024-07-29,2024-02-10,Sports,7561.0
621,256,2024-08-01,2024-02-10,Electronics,53923.78
622,257,2024-10-04,2024-06-27,Clothing,2477.87
623,257,2024-12-22,2024-06-27,Clothing,1488.63
624,257,2024-12-23,2024-06-27,Electronics,18758.81
625,258,2023-08-26,2023-05-30,Sports,4755.71
626,258,2023-09-08,2023-05-30,Clothing,2538.66
627,258,2023-10-08,2023-05-30,Electronics,22348.1
628,259,2024-05-17,2023-07-01,Beauty,1583.5
629,262,2024-10-13,2023-11-27,Home,7919.07
630,263,2024-01-15,2023-06-04,Electronics,36029.86
631,264,2024-09-27,2024-04-25,Home,10296.75
632,264,2024-12-07,2024-04-25,Sports,5071.88
633,265,2023-03-18,2023-02-27,Home,13389.35
634,265,2023-03-28,2023-02-27,Home,6450.91
635,265,2023-04-05,2023-02-27,Electronics,44114.89
636,265,2023-08-04,2023-02-27,Electronics,48049.61
637,265,2023-08-26,2023-02-27,Sports,2992.73
638,265,2023-10-16,2023-02-27,Sports,5513.41
639,265,2023-10-21,2023-02-27,Sports,4606.45
640,265,2023-11-13,2023-02-27,Beauty,1780.66
641,267,2023-05-19,2023-02-12,Home,6842.74
642,267,2023-09-30,2023-02-12,Sports,5142.22
643,267,2023-12-01,2023-02-12,Beauty,1919.74
644,267,2024-01-11,2023-02-12,Sports,3600.53
645,268,2023-07-05,2023-06-04,Electronics,26786.25
646,268,2023-07-26,2023-06-04,Sports,6122.84
647,268,2023-11-26,2023-06-04,Clothing,2335.83
648,268,2024-01-20,2023-06-04,Electronics,39485.41
649,269,2024-09-07,2023-09-11,Beauty,3603.72
650,270,2024-12-17,2024-03-25,Sports,6838.02
651,270,2024-12-18,2024-03-25,Clothing,2290.41
652,271,2024-05-31,2024-01-08,Sports,4805.52
653,271,2024-06-29,2024-01-08,Electronics,38710.33
654,271,2024-07-16,2024-01-08,Home,10528.42
655,271,2024-07-24,2024-01-08,Electronics,26628.51
656,271,2024-08-04,2024-01-08,Home,8244.38
657,272,2024-01-17,2023-04-07,Beauty,1299.42
658,272,2024-03-19,2023-04-07,Home,6294.5
659,273,2023-12-01,2023-09-16,Home,6037.88
660,273,2024-07-20,2023-09-16,Electronics,33928.26
661,273,2024-08-17,2023-09-16,Sports,6465.3
662,274,2023-11-20,2023-05-25,Home,5524.74
663,275,2024-03-20,2024-02-06,Sports,800.0
664,275,2024-04-12,2024-02-06,Beauty,1613.36
665,275,2024-07-13,2024-02-06,Home,10813.13
666,275,2024-12-06,2024-02-06,Clothing,3007.35
667,276,2024-08-09,2024-06-23,Beauty,2570.5
668,277,2024-12-06,2024-06-04,Electronics,50004.8
669,278,2024-04-08,2024-01-07,Clothing,3192.99
670,278,2024-04-25,2024-01-07,Clothing,3581.53
671,278,2024-06-13,2024-01-07,Clothing,3365.36
672,278,2024-06-29,2024-01-07,Clothing,3130.46
673,278,2024-09-11,2024-01-07,Electronics,43244.51
674,279,2023-12-20,2023-10-30,Sports,7192.92
675,279,2024-07-15,2023-10-30,Electronics,28373.68
676,279,2024-08-01,2023-10-30,Home,9121.31
677,280,2023-08-01,2023-05-15,Sports,5143.75
678,280,2023-08-06,2023-05-15,Clothing,2860.04
679,280,2023-08-15,2023-05-15,Beauty,2894.01
680,280,2023-11-23,2023-05-15,Electronics,26919.89
681,280,2024-03-15,2023-05-15,Beauty,2377.35
682,281,2024-05-09,2024-01-09,Home,7082.21
683,281,2024-08-23,2024-01-09,Beauty,2010.81
684,281,2024-11-16,2024-01-09,Clothing,2752.56
685,281,2024-12-20,2024-01-09,Sports,6653.89
686,282,2023-12-10,2023-09-02,Beauty,1231.54
687,282,2024-01-24,2023-09-02,Clothing,1730.11
688,282,2024-02-07,2023-09-02,Clothing,3309.69
689,282,2024-03-08,2023-09-02,Sports,6389.74
690,282,2024-03-15,2023-09-02,Clothing,4372.44
691,282,2024-04-14,2023-09-02,Home,7281.85
692,282,2024-04-25,2023-09-02,Electronics,35899.3
693,282,2024-04-29,2023-09-02,Beauty,2303.79
694,282,2024-05-16,2023-09-02,Home,11680.72
695,282,2024-05-29,2023-09-02,Sports,5253.88
696,282,2024-06-20,2023-09-02,Electronics,36418.19
697,282,2024-08-14,2023-09-02,Sports,6332.11
698,283,2023-09-30,2023-05-08,Electronics,35617.28
699,284,2023-07-30,2023-06-14,Home,6958.32
700,284,2023-08-28,2023-06-14,Electronics,35682.11
701,284,2023-10-05,2023-06-14,Beauty,2812.07
702,284,2023-10-31,2023-06-14,Electronics,25103.53
703,284,2024-01-23,2023-06-14,Beauty,2232.0
704,284,2024-01-30,2023-06-14,Sports,4326.48
705,284,2024-01-30,2023-06-14,Home,10788.44
706,284,2024-03-02,2023-06-14,Clothing,1607.61
707,285,2024-03-12,2024-01-31,Home,8856.57
708,286,2023-09-01,2023-08-18,Home,6773.12
709,287,2024-04-11,2023-04-12,Home,7694.24
710,288,2023-06-18,2023-05-30,Clothing,1223.57
711,288,2023-08-08,2023-05-30,Beauty,1807.63
712,288,2023-10-23,2023-05-30,Beauty,3310.05
713,288,2024-01-26,2023-05-30,Sports,3179.71
714,289,2023-02-15,2023-01-06,Electronics,14943.68
715,290,2023-12-05,2023-09-20,Sports,3834.11
716,290,2024-01-08,2023-09-20,Beauty,2586.82
717,290,2024-06-26,2023-09-20,Electronics,36112.94
718,290,2024-07-27,2023-09-20,Home,6683.82
719,291,2023-09-25,2023-09-01,Clothing,2583.19
720,291,2023-11-02,2023-09-01,Beauty,1442.71
721,291,2024-02-02,2023-09-01,Sports,5224.29
722,292,2024-05-15,2024-04-13,Sports,6371.01
723,292,2024-06-08,2024-04-13,Sports,3060.86
724,292,2024-12-24,2024-04-13,Electronics,28003.46
725,293,2024-06-11,2024-06-11,Electronics,41781.7
726,293,2024-08-23,2024-06-11,Sports,5083.26
727,293,2024-09-14,2024-06-11,Home,6341.3
728,293,2024-10-12,2024-06-11,Electronics,28200.95
729,293,2024-10-12,2024-06-11,Sports,5513.78
730,293,2024-11-07,2024-06-11,Sports,5048.25
731,293,2024-12-08,2024-06-11,Sports,6857.44
732,294,2024-06-13,2024-06-03,Beauty,1938.5
733,295,2024-05-04,2024-04-26,Home,8629.23
734,295,2024-05-18,2024-04-26,Clothing,2577.46
735,295,2024-05-30,2024-04-26,Electronics,40133.53
736,295,2024-09-02,2024-04-26,Sports,6507.89
737,295,2024-10-25,2024-04-26,Home,9073.17
738,295,2024-11-03,2024-04-26,Clothing,3205.64
739,295,2024-11-10,2024-04-26,Electronics,25815.47
740,296,2024-10-01,2023-12-27,Home,8754.24
741,297,2024-02-21,2023-06-29,Clothing,3686.9
742,297,2024-02-29,2023-06-29,Clothing,3118.55
743,297,2024-05-17,2023-06-29,Electronics,25067.11
744,297,2024-06-13,2023-06-29,Beauty,2119.31
745,297,2024-06-19,2023-06-29,Electronics,37249.81
746,298,2023-11-19,2023-10-28,Clothing,2181.95
747,298,2024-02-08,2023-10-28,Electronics,33651.96
748,299,2024-04-26,2023-11-20,Sports,3206.14
749,300,2024-10-11,2024-02-12,Home,9961.5
750,300,2024-11-16,2024-02-12,Electronics,28343.93
